diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Bacterial infection	Veillonella sp. S12025-13	other_taxon	8	114	0.07018	21	286	0.07343	-0.00325	0.00000000	0.00000000	0.00000000	1	1	-0.03250
Bacterial infection	Corynebacterium matruchotii	other_taxon	4	114	0.03509	11	286	0.03846	-0.00337	0.00000000	0.00000000	0.00000000	1	1	-0.03370
Bacterial infection	Neisseria gonorrhoeae	other_taxon	2	114	0.01754	6	286	0.02098	-0.00344	0.00000000	0.00000000	0.00000000	1	1	-0.03440
Bacterial infection	Olsenella sp. oral taxon 807	other_taxon	2	114	0.01754	6	286	0.02098	-0.00344	0.00000000	0.00000000	0.00000000	1	1	-0.03440
Bacterial infection	Streptococcus vestibularis	other_taxon	2	114	0.01754	6	286	0.02098	-0.00344	0.00000000	0.00000000	0.00000000	1	1	-0.03440
Bacterial infection	Abiotrophia defectiva	other_taxon	5	114	0.04386	14	286	0.04895	-0.00509	0.00000000	0.00000000	0.00000000	1	1	-0.05090
Bacterial infection	Haemophilus sp. oral taxon 036	other_taxon	3	114	0.02632	9	286	0.03147	-0.00515	0.00000000	0.00000000	0.00000000	1	1	-0.05150
Bacterial infection	Aggregatibacter sp. oral taxon 513	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Corynebacterium pseudodiphtheriticum	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Micrococcus luteus	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Ottowia sp. oral taxon 894	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Pseudomonas alcaligenes	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Selenomonas sp. oral taxon 136	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Triticum aestivum	other_taxon	1	114	0.00877	4	286	0.01399	-0.00521	0.00000000	0.00000000	0.00000000	1	1	-0.05210
Bacterial infection	Streptococcus parasanguinis	other_taxon	10	114	0.08772	27	286	0.09441	-0.00669	0.00000000	0.00000000	0.00000000	1	1	-0.06690
Bacterial infection	Methylobacterium brachiatum	other_taxon	4	114	0.03509	12	286	0.04196	-0.00687	0.00000000	0.00000000	0.00000000	1	1	-0.06870
Bacterial infection	Granulicatella elegans	other_taxon	2	114	0.01754	7	286	0.02448	-0.00693	0.00000000	0.00000000	0.00000000	1	1	-0.06930
Bacterial infection	Capnocytophaga ochracea	other_taxon	3	114	0.02632	10	286	0.03497	-0.00865	0.00000000	0.00000000	0.00000000	0.765732	1	-0.08650
Bacterial infection	Atopobium sp. oral taxon 416	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Bradyrhizobium sp. SK17	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Cardiobacterium hominis	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Human gammaherpesvirus 4	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Pauljensenia hongkongensis	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Prevotella buccalis	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Veillonella rodentium	other_taxon	1	114	0.00877	5	286	0.01748	-0.00871	0.00000000	0.00000000	0.00000000	0.679084	1	-0.08710
Bacterial infection	Neisseria mucosa	other_taxon	10	114	0.08772	28	286	0.09790	-0.01018	0.00000000	0.00000000	0.00000000	0.851507	1	-0.10180
Bacterial infection	Streptococcus sp. HSISM1	other_taxon	6	114	0.05263	18	286	0.06294	-0.01031	0.00000000	0.00000000	0.00000000	0.818089	1	-0.10310
Bacterial infection	Acinetobacter lwoffii	other_taxon	2	114	0.01754	8	286	0.02797	-0.01043	0.00000000	0.00000000	0.00000000	0.73118	1	-0.10430
Bacterial infection	Bradyrhizobium quebecense	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Bradyrhizobium sp. 6(2017)	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Candida dubliniensis	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Cellvibrio sp. KY-GH-1	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Clostridioides difficile	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Enterococcus casseliflavus	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Kaistella sp. BT6-1-3	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Lacticaseibacillus paracasei	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Staphylococcus pettenkoferi	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Staphylococcus saprophyticus	other_taxon	0	114	0.00000	3	286	0.01049	-0.01049	0.00000000	0.00000000	0.00000000	0.561145	1	-0.10490
Bacterial infection	Leptotrichia hongkongensis	other_taxon	1	114	0.00877	6	286	0.02098	-0.01221	0.00000000	0.00000000	0.00000000	0.678432	1	-0.12210
Bacterial infection	Aggregatibacter sp. 2125159857	other_taxon	2	114	0.01754	9	286	0.03147	-0.01392	0.00000000	0.00000000	0.00000000	0.735574	1	-0.13920
Bacterial infection	Bifidobacterium dentium	other_taxon	0	114	0.00000	4	286	0.01399	-0.01399	0.00000000	0.00000000	0.00000000	0.581411	1	-0.13990
Bacterial infection	Bradyrhizobium sp. CCBAU 53421	other_taxon	0	114	0.00000	4	286	0.01399	-0.01399	0.00000000	0.00000000	0.00000000	0.581411	1	-0.13990
Bacterial infection	Rothia amarae	other_taxon	0	114	0.00000	4	286	0.01399	-0.01399	0.00000000	0.00000000	0.00000000	0.581411	1	-0.13990
Bacterial infection	Staphylococcus sp. M0911	other_taxon	0	114	0.00000	4	286	0.01399	-0.01399	0.00000000	0.00000000	0.00000000	0.581411	1	-0.13990
Bacterial infection	Arabidopsis thaliana	background_or_low_specificity	108	114	0.94737	275	286	0.96154	-0.01417	0.07389500	0.29094000	-0.21704500	0.584279	1	7.24780
Bacterial infection	Staphylococcus epidermidis	other_taxon	13	114	0.11404	37	286	0.12937	-0.01534	0.00000000	0.00000000	0.00000000	0.740095	1	-0.15340
Bacterial infection	Streptococcus sp. LPB0220	other_taxon	6	114	0.05263	20	286	0.06993	-0.01730	0.00000000	0.00000000	0.00000000	0.655607	1	-0.17300
Bacterial infection	Rothia mucilaginosa	oral_respiratory_commensal_context	29	114	0.25439	78	286	0.27273	-0.01834	0.00000000	0.00000000	0.00000000	0.802555	1	-0.18340
Bacterial infection	Acinetobacter nosocomialis	other_taxon	1	114	0.00877	8	286	0.02797	-0.01920	0.00000000	0.00000000	0.00000000	0.455688	1	-0.19200
Bacterial infection	Staphylococcus haemolyticus	other_taxon	6	114	0.05263	22	286	0.07692	-0.02429	0.00000000	0.00000000	0.00000000	0.516045	1	-0.24290
Bacterial infection	Ralstonia pickettii	other_taxon	4	114	0.03509	20	286	0.06993	-0.03484	0.00000000	0.00000000	0.00000000	0.245358	1	-0.34840
Bacterial infection	Cutibacterium acnes	other_taxon	17	114	0.14912	53	286	0.18531	-0.03619	0.00000000	0.00000000	0.00000000	0.466625	1	-0.36190
Bacterial infection	Prevotella melaninogenica	oral_respiratory_commensal_context	33	114	0.28947	94	286	0.32867	-0.03920	0.00000000	0.00000000	0.00000000	0.477106	1	-0.39200
Bacterial infection	Veillonella parvula	oral_respiratory_commensal_context	16	114	0.14035	52	286	0.18182	-0.04147	0.00000000	0.00000000	0.00000000	0.377236	1	-0.41470
Bacterial infection	Benincasa hispida	background_or_low_specificity	43	114	0.37719	133	286	0.46503	-0.08784	0.00000000	0.00000000	0.00000000	0.119167	1	-0.87840
Fungal infection	Aspergillus fumigatus	wetlab_priority_pathogen	8	78	0.10256	3	322	0.00932	0.09325	0.00000000	0.00000000	0.00000000	0.00015207	0.0332815	2.93250
Fungal infection	Cryptococcus neoformans	wetlab_priority_pathogen	6	78	0.07692	2	322	0.00621	0.07071	0.00000000	0.00000000	0.00000000	0.000933992	0.110067	2.70710
Fungal infection	Pseudomonas aeruginosa	wetlab_priority_pathogen	0	78	0.00000	30	322	0.09317	-0.09317	0.00000000	0.00000000	0.00000000	0.00152894	0.16731	1.06830
Fungal infection	Candida albicans	wetlab_priority_pathogen	8	78	0.10256	12	322	0.03727	0.06530	0.00000000	0.00000000	0.00000000	0.0362291	1	2.65300
Fungal infection	Acinetobacter baumannii	wetlab_priority_pathogen	4	78	0.05128	9	322	0.02795	0.02333	0.00000000	0.00000000	0.00000000	0.291713	1	2.23330
Fungal infection	Stenotrophomonas maltophilia	wetlab_priority_pathogen	3	78	0.03846	16	322	0.04969	-0.01123	0.00000000	0.00000000	0.00000000	1	1	1.88770
Fungal infection	Staphylococcus aureus	wetlab_priority_pathogen	1	78	0.01282	11	322	0.03416	-0.02134	0.00000000	0.00000000	0.00000000	0.474525	1	1.78660
Fungal infection	Mycobacterium tuberculosis	wetlab_priority_pathogen	0	78	0.00000	9	322	0.02795	-0.02795	0.00000000	0.00000000	0.00000000	0.215728	1	1.72050
Fungal infection	Klebsiella pneumoniae	wetlab_priority_pathogen	0	78	0.00000	12	322	0.03727	-0.03727	0.00000000	0.00000000	0.00000000	0.134244	1	1.62730
Fungal infection	Haemophilus influenzae	wetlab_priority_pathogen	4	78	0.05128	31	322	0.09627	-0.04499	0.00000000	0.00000000	0.00000000	0.266669	1	1.55010
Fungal infection	Streptococcus pneumoniae	wetlab_priority_pathogen	8	78	0.10256	52	322	0.16149	-0.05893	0.00000000	0.00000000	0.00000000	0.219432	1	1.41070
Fungal infection	Parvimonas micra	other_taxon	1	78	0.01282	52	322	0.16149	-0.14867	0.00000000	0.00000000	0.00000000	0.000121295	0.0309707	-1.48670
Fungal infection	Prevotella intermedia	oral_respiratory_commensal_context	5	78	0.06410	64	322	0.19876	-0.13466	0.00000000	0.00000000	0.00000000	0.00406424	0.327706	-1.34660
Fungal infection	Porphyromonas endodontalis	other_taxon	4	78	0.05128	52	322	0.16149	-0.11021	0.00000000	0.00000000	0.00000000	0.01032	0.608084	-1.10210
Fungal infection	Porphyromonas gingivalis	other_taxon	3	78	0.03846	46	322	0.14286	-0.10440	0.00000000	0.00000000	0.00000000	0.0111876	0.615879	-1.04400
Fungal infection	Benincasa hispida	background_or_low_specificity	39	78	0.50000	137	322	0.42547	0.07453	0.00004500	0.00000000	0.00004500	0.253857	1	0.74980
Fungal infection	Abiotrophia defectiva	other_taxon	6	78	0.07692	13	322	0.04037	0.03655	0.00000000	0.00000000	0.00000000	0.229411	1	0.36550
Fungal infection	Staphylococcus epidermidis	other_taxon	12	78	0.15385	38	322	0.11801	0.03583	0.00000000	0.00000000	0.00000000	0.444594	1	0.35830
Fungal infection	Acinetobacter nosocomialis	other_taxon	4	78	0.05128	5	322	0.01553	0.03575	0.00000000	0.00000000	0.00000000	0.0768798	1	0.35750
Fungal infection	Veillonella rogosae	other_taxon	10	78	0.12821	32	322	0.09938	0.02883	0.00000000	0.00000000	0.00000000	0.418799	1	0.28830
Fungal infection	Selenomonas sp. oral taxon 126	other_taxon	3	78	0.03846	5	322	0.01553	0.02293	0.00000000	0.00000000	0.00000000	0.190434	1	0.22930
Fungal infection	Aquabacterium olei	other_taxon	2	78	0.02564	1	322	0.00311	0.02254	0.00000000	0.00000000	0.00000000	0.0985229	1	0.22540
Fungal infection	Bartonella krasnovii	other_taxon	2	78	0.02564	1	322	0.00311	0.02254	0.00000000	0.00000000	0.00000000	0.0985229	1	0.22540
Fungal infection	Cellvibrio sp. KY-GH-1	other_taxon	2	78	0.02564	1	322	0.00311	0.02254	0.00000000	0.00000000	0.00000000	0.0985229	1	0.22540
Fungal infection	Ideonella dechloratans	other_taxon	2	78	0.02564	1	322	0.00311	0.02254	0.00000000	0.00000000	0.00000000	0.0985229	1	0.22540
Fungal infection	Cucurbita pepo	background_or_low_specificity	6	78	0.07692	18	322	0.05590	0.02102	0.00000000	0.00000000	0.00000000	0.436379	1	0.21020
Fungal infection	Streptococcus koreensis	other_taxon	5	78	0.06410	14	322	0.04348	0.02062	0.00000000	0.00000000	0.00000000	0.38942	1	0.20620
Fungal infection	Leptotrichia shahii	other_taxon	2	78	0.02564	3	322	0.00932	0.01632	0.00000000	0.00000000	0.00000000	0.251946	1	0.16320
Fungal infection	Ottowia sp. oral taxon 894	other_taxon	2	78	0.02564	3	322	0.00932	0.01632	0.00000000	0.00000000	0.00000000	0.251946	1	0.16320
Fungal infection	Pseudomonas alcaligenes	other_taxon	2	78	0.02564	3	322	0.00932	0.01632	0.00000000	0.00000000	0.00000000	0.251946	1	0.16320
Fungal infection	Triticum aestivum	other_taxon	2	78	0.02564	3	322	0.00932	0.01632	0.00000000	0.00000000	0.00000000	0.251946	1	0.16320
Fungal infection	Streptococcus sp. NPS 308	other_taxon	4	78	0.05128	12	322	0.03727	0.01401	0.00000000	0.00000000	0.00000000	0.527613	1	0.14010
Fungal infection	Acinetobacter junii	other_taxon	3	78	0.03846	8	322	0.02484	0.01362	0.00000000	0.00000000	0.00000000	0.454691	1	0.13620
Fungal infection	Human betaherpesvirus 5	other_taxon	2	78	0.02564	4	322	0.01242	0.01322	0.00000000	0.00000000	0.00000000	0.332272	1	0.13220
Fungal infection	Human gammaherpesvirus 4	other_taxon	2	78	0.02564	4	322	0.01242	0.01322	0.00000000	0.00000000	0.00000000	0.332272	1	0.13220
Fungal infection	Schaalia meyeri	other_taxon	2	78	0.02564	4	322	0.01242	0.01322	0.00000000	0.00000000	0.00000000	0.332272	1	0.13220
Fungal infection	Veillonella rodentium	other_taxon	2	78	0.02564	4	322	0.01242	0.01322	0.00000000	0.00000000	0.00000000	0.332272	1	0.13220
Fungal infection	Enterococcus faecium	other_taxon	2	78	0.02564	5	322	0.01553	0.01011	0.00000000	0.00000000	0.00000000	0.626332	1	0.10110
Fungal infection	Kingella denitrificans	other_taxon	2	78	0.02564	5	322	0.01553	0.01011	0.00000000	0.00000000	0.00000000	0.626332	1	0.10110
Fungal infection	Streptococcus sp. oral taxon 064	other_taxon	2	78	0.02564	5	322	0.01553	0.01011	0.00000000	0.00000000	0.00000000	0.626332	1	0.10110
Fungal infection	Staphylococcus haemolyticus	other_taxon	6	78	0.07692	22	322	0.06832	0.00860	0.00000000	0.00000000	0.00000000	0.805086	1	0.08600
Fungal infection	Neisseria elongata	other_taxon	5	78	0.06410	18	322	0.05590	0.00820	0.00000000	0.00000000	0.00000000	0.78702	1	0.08200
Fungal infection	Corynebacterium propinquum	other_taxon	3	78	0.03846	10	322	0.03106	0.00741	0.00000000	0.00000000	0.00000000	0.724007	1	0.07410
Fungal infection	Streptococcus suis	other_taxon	2	78	0.02564	6	322	0.01863	0.00701	0.00000000	0.00000000	0.00000000	0.656622	1	0.07010
Fungal infection	Streptococcus vestibularis	other_taxon	2	78	0.02564	6	322	0.01863	0.00701	0.00000000	0.00000000	0.00000000	0.656622	1	0.07010
Fungal infection	Bradyrhizobium quebecense	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Candida dubliniensis	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Capnocytophaga sp. oral taxon 323	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Clostridioides difficile	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Enterococcus casseliflavus	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Fusobacterium canifelinum	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Human betaherpesvirus 7	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Kaistella sp. BT6-1-3	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Lacticaseibacillus paracasei	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Leptotrichia sp. oral taxon 847	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Phocaeicola vulgatus	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Prevotella sp. Rep29	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Ralstonia sp. 56D2	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Streptococcus agalactiae	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Streptococcus pyogenes	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Uruburuella testudinis	other_taxon	1	78	0.01282	2	322	0.00621	0.00661	0.00000000	0.00000000	0.00000000	0.479291	1	0.06610
Fungal infection	Cutibacterium acnes	other_taxon	14	78	0.17949	56	322	0.17391	0.00557	0.00000000	0.00000000	0.00000000	0.869547	1	0.05570
Fungal infection	Cupriavidus sp. EM10	other_taxon	5	78	0.06410	19	322	0.05901	0.00510	0.00000000	0.00000000	0.00000000	0.79459	1	0.05100
Fungal infection	Corynebacterium kefirresidentii	other_taxon	3	78	0.03846	11	322	0.03416	0.00430	0.00000000	0.00000000	0.00000000	0.741242	1	0.04300
Fungal infection	Streptococcus lactarius	other_taxon	3	78	0.03846	11	322	0.03416	0.00430	0.00000000	0.00000000	0.00000000	0.741242	1	0.04300
Fungal infection	Eikenella corrodens	other_taxon	2	78	0.02564	7	322	0.02174	0.00390	0.00000000	0.00000000	0.00000000	0.68958	1	0.03900
Fungal infection	Actinomyces sp. oral taxon 169	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Bacteroides uniformis	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Bergeyella cardium	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Bradyrhizobium sp. CCBAU 53421	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Bulleidia sp. zg-1006	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Candidatus Nanosynbacter lyticus	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Comamonas aquatica	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Cutibacterium avidum	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Cutibacterium granulosum	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Finegoldia magna	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Fusobacterium necrophorum	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Fusobacterium sp. oral taxon 203	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Haemophilus pittmaniae	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Kocuria rosea	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Prevotella bryantii	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Prevotella herbatica	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Proteus penneri	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Rothia amarae	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Salmonella enterica	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Staphylococcus sp. M0911	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Streptococcus milleri	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Streptococcus pseudoporcinus	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Treponema sp. OMZ 906	other_taxon	1	78	0.01282	3	322	0.00932	0.00350	0.00000000	0.00000000	0.00000000	0.581597	1	0.03500
Fungal infection	Neisseria macacae	other_taxon	3	78	0.03846	12	322	0.03727	0.00119	0.00000000	0.00000000	0.00000000	1	1	0.01190
Fungal infection	Acinetobacter lwoffii	other_taxon	2	78	0.02564	8	322	0.02484	0.00080	0.00000000	0.00000000	0.00000000	1	1	0.00800
Fungal infection	Corynebacterium callunae	other_taxon	2	78	0.02564	8	322	0.02484	0.00080	0.00000000	0.00000000	0.00000000	1	1	0.00800
Fungal infection	Schaalia cardiffensis	other_taxon	2	78	0.02564	8	322	0.02484	0.00080	0.00000000	0.00000000	0.00000000	1	1	0.00800
Fungal infection	Aggregatibacter sp. oral taxon 513	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Bacteroides thetaiotaomicron	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Capsicum annuum	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Corynebacterium pseudodiphtheriticum	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Corynebacterium striatum	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Deinococcus wulumuqiensis	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Eikenella exigua	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Leptotrichia buccalis	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Micrococcus luteus	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Moraxella catarrhalis	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Pseudomonas putida	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Selenomonas sp. oral taxon 136	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Selenomonas sp. oral taxon 920	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Simonsiella muelleri	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Streptococcus equi	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Stutzerimonas stutzeri	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Tropheryma whipplei	other_taxon	1	78	0.01282	4	322	0.01242	0.00040	0.00000000	0.00000000	0.00000000	1	1	0.00400
Fungal infection	Homo sapiens	background_or_low_specificity	78	78	1.00000	322	322	1.00000	0.00000	0.31934500	0.27902500	0.04032000	1	1	31.93450
Fungal infection	Toxoplasma gondii	background_or_low_specificity	78	78	1.00000	322	322	1.00000	0.00000	0.21512500	0.21076000	0.00436500	1	1	21.51250
Fungal infection	Lautropia mirabilis	other_taxon	6	78	0.07692	25	322	0.07764	-0.00072	0.00000000	0.00000000	0.00000000	1	1	-0.00720
Fungal infection	Streptococcus ilei	other_taxon	5	78	0.06410	21	322	0.06522	-0.00111	0.00000000	0.00000000	0.00000000	1	1	-0.01110
Fungal infection	Actinomyces pacaensis	other_taxon	4	78	0.05128	17	322	0.05280	-0.00151	0.00000000	0.00000000	0.00000000	1	1	-0.01510
Fungal infection	Aggregatibacter sp. 2125159857	other_taxon	2	78	0.02564	9	322	0.02795	-0.00231	0.00000000	0.00000000	0.00000000	1	1	-0.02310
Fungal infection	Corynebacterium tuberculostearicum	other_taxon	2	78	0.02564	9	322	0.02795	-0.00231	0.00000000	0.00000000	0.00000000	1	1	-0.02310
Fungal infection	Acinetobacter sp. MYb10	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
